location_code,cidade,bairro,logradouro,location,neighborhood_code,city_code
14507,mogi guacu,sao carlos,rua limeira,mogi guacu|sao carlos|rua limeira,4734,228
18269,santo andre,campestre,rua das laranjeiras,s.andre|campestre|rua das laranjeiras,433,331
7007,francisco morato,jd santo antonio,rua coelho neto,francisco morato|jd santo antonio|rua coelho neto,3290,121
6853,franca,parque piratininga,avenida ministro rui barbosa,franca|parque piratininga|avenida ministro rui barbosa,4028,120
19997,sao barbara d oeste,jardim perola,rua da agricultura,s.barbara d oeste|jardim perola|rua da agricultura,2383,335
31417,sao paulo,sao mateus,rua doutor felice buscaglia,s.paulo|sao mateus|rua doutor felice buscaglia,4765,358
14648,mongagua,balneario itaguai,avenida governador mario covas junior,mongagua|balneario itaguai|avenida governador mario covas junior,292,231
33115,sao paulo,vila formosa,rua antonio alves barril,s.paulo|vila formosa|rua antonio alves barril,5351,358
17150,ribeirao pires,guapituba,avenida humberto de campos,ribeirao pires|guapituba|avenida humberto de campos,1230,319
34631,sao vicente,centro,rua do rio branco,s.vicente|centro|rua do rio branco,513,366
14817,novo horizonte,jardim mauri,avenida da saudade,novo horizonte|jardim mauri|avenida da saudade,2158,244
28646,sao paulo,jose bonifacio,rua jaime ribeiro wright,s.paulo|jose bonifacio|rua jaime ribeiro wright,3408,358
6624,ferraz de vasconcelos,jd temporim,rua tito temporim,ferraz de vasconcelos|jd temporim|rua tito temporim,3352,118
15012,osasco,centro,rua adolfo valentine,osasco|centro|rua adolfo valentine,513,249
1652,cacapava,pq res alvorada,rua ceara,cacapava|pq res alvorada|rua ceara,4359,54
9050,guarulhos,vila augusta,rua clauce de souza lima,guarulhos|vila augusta|rua clauce de souza lima,5084,136
26204,sao paulo,ipiranga,rua anita tagliaferri,s.paulo|ipiranga|rua anita tagliaferri,1295,358
7241,guaira,centro,rua dois,guaira|centro|rua dois,513,127
36830,taboao da serra,p monte alegre,avenida felicio baruti,taboao da serra|p monte alegre|avenida felicio baruti,3753,389
1258,bastos,parque redidencial esmeralda,rua turmalina,bastos|parque redidencial esmeralda|rua turmalina,4036,38
14429,mogi guacu,jardim novo i,rua vereador ignacio cardoso de faria,mogi guacu|jardim novo i|rua vereador ignacio cardoso de faria,2296,228
26383,sao paulo,itaim bibi,rua indiana,s.paulo|itaim bibi|rua indiana,1302,358
28990,sao paulo,limao,rua jacofer,s.paulo|limao|rua jacofer,3451,358
20565,sao bernardo do campo,centro,rua jose versolato,s.bernardo do campo|centro|rua jose versolato,513,337
14476,mogi guacu,rural,estrada municipal miguel martini,mogi guacu|rural|estrada municipal miguel martini,4680,228
22156,sao jose do rio preto,bairro higienopolis,rua feres merad kfouri,s.jose do rio preto|bairro higienopolis|rua feres merad kfouri,223,351
13643,maua,vila augusto,rua osvaldo cruz,maua|vila augusto|rua osvaldo cruz,5085,217
35528,sorocaba,vila piedade,avenida paraguai,sorocaba|vila piedade|avenida paraguai,5740,385
33424,sao paulo,vila jacui,rua monsenhor marinho de oliveira,s.paulo|vila jacui|rua monsenhor marinho de oliveira,5463,358
22162,sao jose do rio preto,chacara municipal,rua roberto simonsen,s.jose do rio preto|chacara municipal|rua roberto simonsen,615,351
27916,sao paulo,jardim helena,rua pardal,s.paulo|jardim helena|rua pardal,1910,358
11586,jaboticabal,jaboticabal,rua francisco volpe,jaboticabal|jaboticabal|rua francisco volpe,1346,181
33583,sao paulo,vila mariana,rua dos otonis,s.paulo|vila mariana|rua dos otonis,5552,358
19709,santo andre,vila metalurgica,rua madri,s.andre|vila metalurgica|rua madri,5584,331
22202,sao jose do rio preto,parque das aroeiras ii,rua joao arcanjo,s.jose do rio preto|parque das aroeiras ii|rua joao arcanjo,3844,351
28678,sao paulo,jose bonifacio,rua tomoichi shimizu,s.paulo|jose bonifacio|rua tomoichi shimizu,3408,358
1364,bebedouro,centro,rua marechal deodoro da fonografo,bebedouro|centro|rua marechal deodoro da fonografo,513,41
5422,diadema,conceicao,avenida deputado oswaldo moraes e silva,diadema|conceicao|avenida deputado oswaldo moraes e silva,881,99
24451,sao paulo,carrao,rua francisca de paula,s.paulo|carrao|rua francisca de paula,476,358
15928,osasco,vila yara,rua moema,osasco|vila yara|rua moema,5980,249
23376,sao paulo,bom retiro,praca sam rabinovich,s.paulo|bom retiro|praca sam rabinovich,365,358
28887,sao paulo,lapa,rua maracana,s.paulo|lapa|rua maracana,3439,358
5998,embu das artes,chacaras caxingui,estrada jerusalem,embu das artes|chacaras caxingui|estrada jerusalem,685,108
33969,sao paulo,vila medeiros,rua joao souto maior,s.paulo|vila medeiros|rua joao souto maior,5577,358
2012,campinas,carlos lourenco,rua pureza conceicao da silva,campinas|carlos lourenco|rua pureza conceicao da silva,472,61
6709,ferraz de vasconcelos,vila centro,rua carlos gomes,ferraz de vasconcelos|vila centro|rua carlos gomes,5202,118
1609,cacapava,centro,rua comendador joao lopes,cacapava|centro|rua comendador joao lopes,513,54
33423,sao paulo,vila jacui,rua miguel de oliveira,s.paulo|vila jacui|rua miguel de oliveira,5463,358
24022,sao paulo,campo limpo,rua campina grande,s.paulo|campo limpo|rua campina grande,442,358
4779,cotia,jd sao paulo,rua belem,cotia|jd sao paulo|rua belem,3315,92
1998,campinas,campos eliseos,rua luis carlos miami,campinas|campos eliseos|rua luis carlos miami,446,61
5932,dois corregos,centro,rua xv de novembro,dois corregos|centro|rua xv de novembro,513,101
22279,sao jose do rio preto,rural,rua pedro bertolino,s.jose do rio preto|rural|rua pedro bertolino,4680,351
9790,itanhaem,tupy,avenida tamoios,itanhaem|tupy|avenida tamoios,4945,161
6738,ferraz de vasconcelos,vila dos americanos,rua marisa,ferraz de vasconcelos|vila dos americanos|rua marisa,5299,118
22243,sao jose do rio preto,rural,rua calir abul faical,s.jose do rio preto|rural|rua calir abul faical,4680,351
4159,carapicuiba,cohab 5,rua baependi,carapicuiba|cohab 5|rua baependi,858,71
33708,sao paulo,vila maria,rua cabo jose da silva,s.paulo|vila maria|rua cabo jose da silva,5542,358
36355,suzano,pq suzano0,avenida armando sales de oliveira,suzano|pq suzano0|avenida armando sales de oliveira,4394,387
14457,mogi guacu,parque cidade nova,rua jose renato martini,mogi guacu|parque cidade nova|rua jose renato martini,3825,228
7475,guarulhos,agua chata,rua colina,guarulhos|agua chata|rua colina,18,136
16248,pindamonhangaba,conjunto residencial araretama,rua drauzio,pindamonhangaba|conjunto residencial araretama|rua drauzio,981,279
16289,pinhalzinho,pinhalzinho,rodovia spa 113/008,pinhalzinho|pinhalzinho|rodovia spa 113/008,4207,281
14539,mogi mirim,aguardente do reino,rua yolanda piccolomini massucci,mogi mirim|aguardente do reino|rua yolanda piccolomini massucci,28,229
1122,barueri,jd julio,rua sena,barueri|jd julio|rua sena,3095,37
32799,sao paulo,vila campesina,rua ana pereira melo,s.paulo|vila campesina|rua ana pereira melo,5176,358
35901,suzano,cidade boa vista planalto,rua francisco martinho,suzano|cidade boa vista planalto|rua francisco martinho,750,387
7708,guarulhos,cabucu,rua sergio reis de oliveira,guarulhos|cabucu|rua sergio reis de oliveira,407,136
23123,sao paulo,artur alvim,avenida aguia de haia,s.paulo|artur alvim|avenida aguia de haia,138,358
8172,guarulhos,jardim alice,rua antonio doganeli,guarulhos|jardim alice|rua antonio doganeli,1389,136
37198,ubatuba,umuarama,avenida tancredo neves,ubatuba|umuarama|avenida tancredo neves,4949,412
9465,hortolandia,parque sao miguel,rua jose claudio alves dos santos,hortolandia|parque sao miguel|rua jose claudio alves dos santos,4121,139
13823,miguelopolis,vila nossa senhora das gracas,rua bruna bento lourenco,miguelopolis|vila nossa senhora das gracas|rua bruna bento lourenco,5641,219
23070,sao paulo,aricanduva,rua fonte da espinheira,s.paulo|aricanduva|rua fonte da espinheira,135,358
26403,sao paulo,itaim bibi,rua nicolau barreto,s.paulo|itaim bibi|rua nicolau barreto,1302,358
34951,santos,campo grande,rua evaristo da veiga,santos|campo grande|rua evaristo da veiga,441,375
4511,cordeiropolis,barreirinho,rua das rosa,cordeiropolis|barreirinho|rua das rosa,327,87
9680,ipigua,rural,estrada areia branca,ipigua|rural|estrada areia branca,4680,156
12285,jundiai,vianelo bonfiglioli,rua paul perci harris,jundiai|vianelo bonfiglioli|rua paul perci harris,5001,194
1816,cajamar,cajamar,rua adrexandrino pinto da silva,cajamar|cajamar|rua adrexandrino pinto da silva,423,58
17609,ribeirao preto,jd paulista,rua guaruja,ribeirao preto|jd paulista|rua guaruja,3219,320
17853,ribeirao preto,vila seixas,rua vicente de carvalho,ribeirao preto|vila seixas|rua vicente de carvalho,5900,320
19752,santo andre,vila pires,rua armida,s.andre|vila pires|rua armida,5747,331
6850,franca,jardim luiza ii,rua valter chinaglia,franca|jardim luiza ii|rua valter chinaglia,2075,120
16956,praia grande,mirim,rua sebastiao batista ramos,praia grande|mirim|rua sebastiao batista ramos,3585,305
22518,sao jose dos campos,jardim motorama,rua das petunias,s.jose dos campos|jardim motorama|rua das petunias,2212,352
8359,guarulhos,macedo,rua consul orestes correa,guarulhos|macedo|rua consul orestes correa,3524,136
18546,santo andre,jardim do estadio,rua aqueronte,s.andre|jardim do estadio|rua aqueronte,1744,331
76,americana,frezzarim,rua dos bambus,americana|frezzarim|rua dos bambus,1189,9
24490,sao paulo,carrao,rua picinguaba,s.paulo|carrao|rua picinguaba,476,358
22665,sao jose dos campos,urbanova,travessa lineu de moura,s.jose dos campos|urbanova|travessa lineu de moura,4953,352
35263,sorocaba,jardim costa dias,rua amapa,sorocaba|jardim costa dias|rua amapa,1657,385
2906,campinas,jd nova europa,avenida sao jose dos campos,campinas|jd nova europa|avenida sao jose dos campos,3193,61
37043,taubate,imaculada conceicao,avenida dom pedro 1,taubate|imaculada conceicao|avenida dom pedro 1,1263,402
24384,sao paulo,capao redondo,rua serra do pilar,s.paulo|capao redondo|rua serra do pilar,459,358
22241,sao jose do rio preto,rural,rua bernardino de campos,s.jose do rio preto|rural|rua bernardino de campos,4680,351
13662,maua,vila bocaina,rua santos dumont,maua|vila bocaina|rua santos dumont,5139,217
29804,sao paulo,penha,rua domingos de carlo,s.paulo|penha|rua domingos de carlo,4184,358
1497,bom jesus dos perdoes,bom jesus dos perdoes,rua luis de s ramos,bom jesus dos perdoes|bom jesus dos perdoes|rua luis de s ramos,364,47
23563,sao paulo,bras,rua miller,s.paulo|bras|rua miller,394,358
30369,sao paulo,raposo tavares,avenida engenheiro heitor antonio eiras,s.paulo|raposo tavares|avenida engenheiro heitor antonio eiras,4455,358
17648,ribeirao preto,nova ribeirania,marginal da avenida leao xiii,ribeirao preto|nova ribeirania|marginal da avenida leao xiii,3683,320
26814,sao paulo,jabaquara,avenida joao barreto de menezes,s.paulo|jabaquara|avenida joao barreto de menezes,1344,358
29513,sao paulo,parque do carmo,rua victorio santim,s.paulo|parque do carmo|rua victorio santim,3864,358
5429,diadema,conceicao,avenida lico maia,diadema|conceicao|avenida lico maia,881,99
1291,bauru,jd guadalajara,rua nicola kaufman,bauru|jd guadalajara|rua nicola kaufman,3041,40
10455,itapira,rural,rua carlos chagas,itapira|rural|rua carlos chagas,4680,166
862,atibaia,refugo,estrada sul brasil,atibaia|refugo|estrada sul brasil,4525,28
29876,sao paulo,perdizes,avenida professor alfonso bovero,s.paulo|perdizes|avenida professor alfonso bovero,4187,358
10447,itapira,rural,rodovia sp 352,itapira|rural|rodovia sp 352,4680,166
26943,sao paulo,jabaquara,rua luiz carlos fachini,s.paulo|jabaquara|rua luiz carlos fachini,1344,358
30500,sao paulo,republica,rua riskallah jorge,s.paulo|republica|rua riskallah jorge,4532,358
30977,sao paulo,santo amaro,rua arq marcelo roberto,s.paulo|santo amaro|rua arq marcelo roberto,4727,358
8846,guarulhos,presidente dutra,rua planalto,guarulhos|presidente dutra|rua planalto,4418,136
31943,sao paulo,sapopemba,rua flores agrestes,s.paulo|sapopemba|rua flores agrestes,4779,358
6279,embu-guacu,centro,rua brasil,embu-guacu|centro|rua brasil,513,109
32386,sao paulo,tatuape,rua santa lucia,s.paulo|tatuape|rua santa lucia,4894,358
2538,campinas,jd boa esperanca,rua professsor rene de oliveira barreto,campinas|jd boa esperanca|rua professsor rene de oliveira barreto,2932,61
24663,sao paulo,chacara santo antonio (zona sul),rua antonio de oliveira,s.paulo|chacara santo antonio (zona sul)|rua antonio de oliveira,650,358
24881,sao paulo,cidade dutra,avenida antonio ramos junior,s.paulo|cidade dutra|avenida antonio ramos junior,764,358
29551,sao paulo,parque industrial,rua aricanga,s.paulo|parque industrial|rua aricanga,3926,358
24697,sao paulo,cidade ademar,avenida yervant kissajikian,s.paulo|cidade ademar|avenida yervant kissajikian,738,358
1688,cacapava,vila resende,rua alfredo camilher de sa,cacapava|vila resende|rua alfredo camilher de sa,5795,54
1314,bauru,nucleo habitacional,rua jose ariede,bauru|nucleo habitacional|rua jose ariede,3707,40
35490,sorocaba,vila hortencia iv,rua pedro nolasco,sorocaba|vila hortencia iv|rua pedro nolasco,5418,385
17413,ribeirao preto,centro,rua duque de caxias,ribeirao preto|centro|rua duque de caxias,513,320
33473,sao paulo,vila leopoldina,avenida jose cesar de oliveira,s.paulo|vila leopoldina|avenida jose cesar de oliveira,5508,358
1401,bertioga,jardim vicente de carvalho,rua francisco pinto,bertioga|jardim vicente de carvalho|rua francisco pinto,2814,42
4144,carapicuiba,cidade ariston,rua avahir vanderlei de lima,carapicuiba|cidade ariston|rua avahir vanderlei de lima,743,71
17831,ribeirao preto,vila carvalho,rua uruguai,ribeirao preto|vila carvalho|rua uruguai,5189,320
21932,sao caetano do sul,vila properidade,rua dos marmores,s.caetano do sul|vila properidade|rua dos marmores,5770,339
18434,santo andre,jardim alzira franco,avenida dos estados,s.andre|jardim alzira franco|avenida dos estados,1407,331
35068,santos,vila belmiro,rua doutor antonio bento,santos|vila belmiro|rua doutor antonio bento,5123,375
6246,embu das artes,tingidor,rua aurora amaral araujo,embu das artes|tingidor|rua aurora amaral araujo,4918,108
35623,sumare,jardim das oliveiras,rua santo agostinho,sumare|jardim das oliveiras|rua santo agostinho,1707,386
1138,barueri,jd regina alice,rua tayo,barueri|jd regina alice|rua tayo,3248,37
23874,sao paulo,campo grande,avenida engenheiro alberto de zagottis,s.paulo|campo grande|avenida engenheiro alberto de zagottis,441,358
35165,sertaozinho,jd canaa,rua glauber rocha,sertaozinho|jd canaa|rua glauber rocha,2950,380
23182,sao paulo,artur alvim,rua maria eugenia celso,s.paulo|artur alvim|rua maria eugenia celso,138,358
1267,bauru,bela vista,rua agenor meira,bauru|bela vista|rua agenor meira,341,40
26418,sao paulo,itaim bibi,rua senegambia,s.paulo|itaim bibi|rua senegambia,1302,358
12075,jundiai,chacara urbana,rua joao batista figueiredo,jundiai|chacara urbana|rua joao batista figueiredo,674,194
15027,osasco,centro,rua demetre sansoud de lavoud,osasco|centro|rua demetre sansoud de lavoud,513,249
33298,sao paulo,vila guilherme,rua padre caldas barbosa,s.paulo|vila guilherme|rua padre caldas barbosa,5395,358
18245,santo andre,bangu,rua abolicao,s.andre|bangu|rua abolicao,317,331
14388,mogi guacu,jardim almira,rua jose artigiani,mogi guacu|jardim almira|rua jose artigiani,1392,228
29017,sao paulo,luz,avenida santos dumont,s.paulo|luz|avenida santos dumont,3520,358
13036,maua,centro,rua vereador angelo gianone,maua|centro|rua vereador angelo gianone,513,217
18120,santo andre,area industrial dois b,acesso avenida varsovia,s.andre|area industrial dois b|acesso avenida varsovia,119,331
6890,franca,rural,rua jonas deocleciano ribeiro,franca|rural|rua jonas deocleciano ribeiro,4680,120
1020,barueri,centro empresarial tambore,alameda caiapos,barueri|centro empresarial tambore|alameda caiapos,523,37
31337,sao paulo,sao mateus,avenida bassano del grappa,s.paulo|sao mateus|avenida bassano del grappa,4765,358
11196,itaquaquecetuba,tipoia,rua joaquim monteiro diogo,itaquaquecetuba|tipoia|rua joaquim monteiro diogo,4919,170
26545,sao paulo,itaim paulista,rua manuel rodrigues santiago,s.paulo|itaim paulista|rua manuel rodrigues santiago,1303,358
26195,sao paulo,ipiranga,rua agostinho gomes,s.paulo|ipiranga|rua agostinho gomes,1295,358
29245,sao paulo,nova piraju,rua nhu-guacu,s.paulo|nova piraju|rua nhu-guacu,3681,358
17724,ribeirao preto,pq ribeirao preto,rua julio ribeiro,ribeirao preto|pq ribeirao preto|rua julio ribeiro,4372,320
2659,campinas,jd do trevo,rua bento ferraz,campinas|jd do trevo|rua bento ferraz,2992,61
20264,sao bernardo do campo,assuncao,rua geovane saciloto,s.bernardo do campo|assuncao|rua geovane saciloto,146,337
3652,campinas,vila palmeiras,rua gaetano domenico sarubi,campinas|vila palmeiras|rua gaetano domenico sarubi,5705,61
12725,lorena,vila hepacare,rua guaicurus,lorena|vila hepacare|rua guaicurus,5409,204
29154,sao paulo,mooca,rua dona ana neri 368,s.paulo|mooca|rua dona ana neri 368,3604,358
28245,sao paulo,jardim reimberg,avenida antonio carlos benjamin dos sant,s.paulo|jardim reimberg|avenida antonio carlos benjamin dos sant,2453,358
