location_code,cidade,bairro,logradouro,location,neighborhood_code,city_code
6769,ferraz de vasconcelos,vila moreno0,rua alasca,ferraz de vasconcelos|vila moreno0|rua alasca,5612,118
4505,conchal,vila aparecida,rua carlos maiochi,conchal|vila aparecida|rua carlos maiochi,5064,85
25965,sao paulo,guapira,rua libero de miranda,s.paulo|guapira|rua libero de miranda,1228,358
9723,itanhaem,cibratel,rua hugo a silvack,itanhaem|cibratel|rua hugo a silvack,731,161
34948,santos,campo grande,avenida anna costa,santos|campo grande|avenida anna costa,441,375
22043,sao carlos,tabayaci,rua xv de novembro,s.carlos|tabayaci|rua xv de novembro,4872,340
23569,sao paulo,bras,rua torquato neto,s.paulo|bras|rua torquato neto,394,358
8818,guarulhos,presidente dutra,rua augusto hog,guarulhos|presidente dutra|rua augusto hog,4418,136
8518,guarulhos,picanco,rua cabo moises de oliveira,guarulhos|picanco|rua cabo moises de oliveira,4199,136
35431,sorocaba,retiro sao joao,rua paschoal passareli,sorocaba|retiro sao joao|rua paschoal passareli,4637,385
29227,sao paulo,morumbi,rua engenheiro oscar americano,s.paulo|morumbi|rua engenheiro oscar americano,3626,358
30010,sao paulo,pinheiros,rua antonio bicudo,s.paulo|pinheiros|rua antonio bicudo,4210,358
34183,sao paulo,vila prudente,rua bispo eugenio demazemod,s.paulo|vila prudente|rua bispo eugenio demazemod,5773,358
13481,maua,parque das americas,rua alasca,maua|parque das americas|rua alasca,3842,217
16532,piratininga,centro,rua margarido pires,piratininga|centro|rua margarido pires,513,291
14511,mogi guacu,sao carlos,rua sao joao da boa vista,mogi guacu|sao carlos|rua sao joao da boa vista,4734,228
36894,taboao da serra,parque monte alegre,rua antonio pestana,taboao da serra|parque monte alegre|rua antonio pestana,3986,389
37210,valinhos,bairro cecap,rua das azaleias,valinhos|bairro cecap|rua das azaleias,172,415
254,americana,vila santa catarina,rua josias silveira camargo,americana|vila santa catarina|rua josias silveira camargo,5841,9
17532,ribeirao preto,jd alexandre balbo,rua antonia nalini arias,ribeirao preto|jd alexandre balbo|rua antonia nalini arias,2887,320
23924,sao paulo,campo grande,rua jaime de oliveira souza,s.paulo|campo grande|rua jaime de oliveira souza,441,358
7576,guarulhos,bonsucesso,rua dino alegrete,guarulhos|bonsucesso|rua dino alegrete,373,136
23450,sao paulo,brasilandia,rua do mutirao,s.paulo|brasilandia|rua do mutirao,395,358
34291,sao paulo,vila prudente,rua saquarema,s.paulo|vila prudente|rua saquarema,5773,358
13220,maua,jardim maua,rua inacio barreta,maua|jardim maua|rua inacio barreta,2157,217
18470,santo andre,jardim bela vista,rua bela vista,s.andre|jardim bela vista|rua bela vista,1501,331
6214,embu das artes,pirajussara,rua santo amaro,embu das artes|pirajussara|rua santo amaro,4213,108
7343,guaruja,area rural,avenida presbitero benedito lemos de sou,guaruja|area rural|avenida presbitero benedito lemos de sou,123,135
36941,taquaritinga,vila romana,avenida doutor paulo zupani,taquaritinga|vila romana|avenida doutor paulo zupani,5809,398
7626,guarulhos,bonsucesso,rua sao vicente ferrer,guarulhos|bonsucesso|rua sao vicente ferrer,373,136
3985,carapicuiba,area rural,rua alcides mendes barros,carapicuiba|area rural|rua alcides mendes barros,123,71
34159,sao paulo,vila prudente,avenida francisco falconi,s.paulo|vila prudente|avenida francisco falconi,5773,358
29131,sao paulo,mooca,praca ciro pontes,s.paulo|mooca|praca ciro pontes,3604,358
15019,osasco,centro,rua antonio mazoni,osasco|centro|rua antonio mazoni,513,249
23185,sao paulo,artur alvim,rua moises justino,s.paulo|artur alvim|rua moises justino,138,358
33067,sao paulo,vila ema,avenida professor luiz ignacio anhaia me,s.paulo|vila ema|avenida professor luiz ignacio anhaia me,5315,358
27384,sao paulo,jardim angela,rua boaventura furtado de morais,s.paulo|jardim angela|rua boaventura furtado de morais,1434,358
29044,sao paulo,mandaqui,rua judith zumkeller,s.paulo|mandaqui|rua judith zumkeller,3532,358
31244,sao paulo,sao lucas,rua gomes,s.paulo|sao lucas|rua gomes,4761,358
28083,sao paulo,jardim nossa senhora do carmo,avenida osvaldo pucci,s.paulo|jardim nossa senhora do carmo|avenida osvaldo pucci,2249,358
32590,sao paulo,tucuruvi,rua sao nestor,s.paulo|tucuruvi|rua sao nestor,4940,358
33719,sao paulo,vila maria,rua das pitangas,s.paulo|vila maria|rua das pitangas,5542,358
18122,santo andre,area industrial dois b,rua bufalo,s.andre|area industrial dois b|rua bufalo,119,331
19097,santo andre,parque novo oratorio i,rua dunquerque,s.andre|parque novo oratorio i|rua dunquerque,4007,331
8896,guarulhos,sao joao,estrada do saboo,guarulhos|sao joao|estrada do saboo,4748,136
23113,sao paulo,aricanduva,rua rego barros,s.paulo|aricanduva|rua rego barros,135,358
32719,sao paulo,vila arapua,rua carnauba,s.paulo|vila arapua|rua carnauba,5067,358
2551,campinas,jd campinas,rua eca de queiros,campinas|jd campinas|rua eca de queiros,2944,61
18823,santo andre,jardim vila rica,avenida capitao mario toledo de camargo,s.andre|jardim vila rica|avenida capitao mario toledo de camargo,2823,331
29200,sao paulo,morumbi,avenida lineu de paula machado,s.paulo|morumbi|avenida lineu de paula machado,3626,358
11395,itaquaquecetuba,vl virginia,rua itauna,itaquaquecetuba|vl virginia|rua itauna,6089,170
33217,sao paulo,vila gomes cardim,rua emilio mallet,s.paulo|vila gomes cardim|rua emilio mallet,5375,358
32713,sao paulo,vila antonieta,rua engenheiro guilherme cristiano frend,s.paulo|vila antonieta|rua engenheiro guilherme cristiano frend,5059,358
27146,sao paulo,jaguare,rua domingos mazzeu,s.paulo|jaguare|rua domingos mazzeu,1350,358
22315,sao jose do rio preto,vila sao pedro,rua bernardino de campos,s.jose do rio preto|vila sao pedro|rua bernardino de campos,5894,351
7253,guararapes,jardim pioneiro,rua fernando costa,guararapes|jardim pioneiro|rua fernando costa,2394,131
33185,sao paulo,vila formosa,rua padre otto maria,s.paulo|vila formosa|rua padre otto maria,5351,358
27132,sao paulo,jaguare,avenida presidente altino,s.paulo|jaguare|avenida presidente altino,1350,358
33558,sao paulo,vila mariana,rua augusto de freitas,s.paulo|vila mariana|rua augusto de freitas,5552,358
24658,sao paulo,chacara santo antonio (zona leste),rua santa gertrudes,s.paulo|chacara santo antonio (zona leste)|rua santa gertrudes,649,358
35341,sorocaba,jardim santa barbara,rua joao alberto piveta,sorocaba|jardim santa barbara|rua joao alberto piveta,2537,385
10668,itaquaquecetuba,jardim itapua,rodovia alberto hinoto,itaquaquecetuba|jardim itapua|rodovia alberto hinoto,1972,170
17965,rio claro,jardim centenario,avenida 14 jn,rio claro|jardim centenario|avenida 14 jn,1613,324
22060,sao carlos,vl lutfalla,rua vicente de carvalho,s.carlos|vl lutfalla|rua vicente de carvalho,6044,340
22975,sao paulo,anhanguera,rodovia spa 015/330,s.paulo|anhanguera|rodovia spa 015/330,90,358
24622,sao paulo,chacara belenzinho,rua solidonio leite 2718,s.paulo|chacara belenzinho|rua solidonio leite 2718,557,358
1470,boituva,jardim bela vista,rua tristao rosa,boituva|jardim bela vista|rua tristao rosa,1501,46
12450,lencois paulista,jardim das nacoes,rua inglaterra,lencois paulista|jardim das nacoes|rua inglaterra,1705,201
12473,limeira,centro,rua vereador joao kuntz bushi,limeira|centro|rua vereador joao kuntz bushi,513,202
8893,guarulhos,sao joao,avenida riachuelo,guarulhos|sao joao|avenida riachuelo,4748,136
18011,rio claro,vila alema,avenida brasil,rio claro|vila alema|avenida brasil,5023,324
7566,guarulhos,bonsucesso,rua barao de grajau,guarulhos|bonsucesso|rua barao de grajau,373,136
29809,sao paulo,penha,rua doutor joao ribeiro,s.paulo|penha|rua doutor joao ribeiro,4184,358
17630,ribeirao preto,jd roberto benedett,avenida professor edul rangel rabelo,ribeirao preto|jd roberto benedett|avenida professor edul rangel rabelo,3257,320
23196,sao paulo,artur alvim,rua padre jose vieira de matos,s.paulo|artur alvim|rua padre jose vieira de matos,138,358
15789,osasco,umuarama,avenida doutor martin luther king,osasco|umuarama|avenida doutor martin luther king,4949,249
12562,limeira,jardim parque novo mundo,rua da imprensa,limeira|jardim parque novo mundo|rua da imprensa,2358,202
23111,sao paulo,aricanduva,rua rafael bluteau,s.paulo|aricanduva|rua rafael bluteau,135,358
19128,santo andre,parque oratorio,rua jorge bereta,s.andre|parque oratorio|rua jorge bereta,4013,331
32173,sao paulo,saude,rua professor jose cuce,s.paulo|saude|rua professor jose cuce,4782,358
14458,mogi guacu,parque cidade nova,rua leonelo donega,mogi guacu|parque cidade nova|rua leonelo donega,3825,228
18483,santo andre,jardim bela vista,rua kowarick,s.andre|jardim bela vista|rua kowarick,1501,331
19956,sao barbara d oeste,de marco,rua dezesseis de dezembro,s.barbara d oeste|de marco|rua dezesseis de dezembro,1043,335
20144,sao bernardo do campo,alves dias,rua emanuel,s.bernardo do campo|alves dias|rua emanuel,79,337
35491,sorocaba,vila hortencia,rua barcelona,sorocaba|vila hortencia|rua barcelona,5416,385
24450,sao paulo,carrao,rua florentinos,s.paulo|carrao|rua florentinos,476,358
456,araraquara,vila godoi,rua nove de julho,araraquara|vila godoi|rua nove de julho,5372,22
26774,sao paulo,itaquera,rua surucuas,s.paulo|itaquera|rua surucuas,1317,358
36051,suzano,jardim imperador,avenida senador roberto simonsen,suzano|jardim imperador|avenida senador roberto simonsen,1933,387
24922,sao paulo,cidade dutra,rua daniel ribeiro calado,s.paulo|cidade dutra|rua daniel ribeiro calado,764,358
23146,sao paulo,artur alvim,rua boipeva,s.paulo|artur alvim|rua boipeva,138,358
7353,guaruja,centro,rua mario ribeiro,guaruja|centro|rua mario ribeiro,513,135
2036,campinas,centro,rua con cipiao,campinas|centro|rua con cipiao,513,61
23197,sao paulo,artur alvim,rua padre miguel de campos,s.paulo|artur alvim|rua padre miguel de campos,138,358
27749,sao paulo,jardim da saude,rua do boqueirao,s.paulo|jardim da saude|rua do boqueirao,1685,358
924,barretos,ibirapuera,rua dezoito,barretos|ibirapuera|rua dezoito,1254,35
12938,marilia,rural,rua comendador cristino altenfelder e si,marilia|rural|rua comendador cristino altenfelder e si,4680,214
27431,sao paulo,jardim angela,rua joaquim do rego monteiro,s.paulo|jardim angela|rua joaquim do rego monteiro,1434,358
27763,sao paulo,jardim das imbuias,rua macarena,s.paulo|jardim das imbuias|rua macarena,1700,358
15809,osasco,veloso,rua bras cubas,osasco|veloso|rua bras cubas,4993,249
33703,sao paulo,vila maria,rua britania,s.paulo|vila maria|rua britania,5542,358
9692,iracemapolis,residencial aquarius,rua jose gomes de oliveira,iracemapolis|residencial aquarius|rua jose gomes de oliveira,4561,158
1991,campinas,campos eliseos,rua conselheiro martins francisco,campinas|campos eliseos|rua conselheiro martins francisco,446,61
16933,praia grande,guilhermina,avenida presidente kennedy,praia grande|guilhermina|avenida presidente kennedy,1240,305
7287,guaratingueta,campo do galvao,rua joao ramalho,guaratingueta|campo do galvao|rua joao ramalho,439,133
29766,sao paulo,penha,praca nossa senhora da penha,s.paulo|penha|praca nossa senhora da penha,4184,358
27799,sao paulo,jardim elizabeth,rua particular cinco,s.paulo|jardim elizabeth|rua particular cinco,1806,358
12714,lorena,cidade industrial,rua rio de janeiro,lorena|cidade industrial|rua rio de janeiro,766,204
20026,sao barbara d oeste,perola industrial,rua do chumbo,s.barbara d oeste|perola industrial|rua do chumbo,4195,335
22274,sao jose do rio preto,rural,rua marla loya carvalho,s.jose do rio preto|rural|rua marla loya carvalho,4680,351
935,barretos,nogueira,avenida um x rua 8,barretos|nogueira|avenida um x rua 8,3642,35
16234,pindamonhangaba,centro,rua doutor campos sales,pindamonhangaba|centro|rua doutor campos sales,513,279
20162,sao bernardo do campo,alves dias,rua pedroso horta,s.bernardo do campo|alves dias|rua pedroso horta,79,337
22448,sao jose dos campos,jardim america,rua rosario,s.jose dos campos|jardim america|rua rosario,1415,352
22953,sao paulo,americanopolis,rua joao xavier de matos,s.paulo|americanopolis|rua joao xavier de matos,86,358
24118,sao paulo,campo limpo,rua padre justino,s.paulo|campo limpo|rua padre justino,442,358
33200,sao paulo,vila formosa,rua teruaki eguti,s.paulo|vila formosa|rua teruaki eguti,5351,358
31597,sao paulo,sao miguel,rua albertina medeiros,s.paulo|sao miguel|rua albertina medeiros,4766,358
12266,jundiai,torres de sao jose,avenida professor pedro clarismundo forn,jundiai|torres de sao jose|avenida professor pedro clarismundo forn,4922,194
4346,carapicuiba,vila municipal,rua matao,carapicuiba|vila municipal|rua matao,5618,71
37177,ubatuba,centro,rua rua antonio ingles sanches,ubatuba|centro|rua rua antonio ingles sanches,513,412
13152,maua,jardim itapark,avenida itapark,maua|jardim itapark|avenida itapark,1966,217
22079,sao cruz das palmeiras,rural,rodovia spa 071/215,s.cruz das palmeiras|rural|rodovia spa 071/215,4680,342
13223,maua,jardim maua,rua peter flor,maua|jardim maua|rua peter flor,2157,217
13393,maua,jardim zaira,avenida eugenio negri,maua|jardim zaira|avenida eugenio negri,2854,217
1817,cajamar,ch nova cajamar,avenida bento da silva bueno,cajamar|ch nova cajamar|avenida bento da silva bueno,541,58
29894,sao paulo,perdizes,rua cuxipones,s.paulo|perdizes|rua cuxipones,4187,358
23527,sao paulo,brasilandia,rua vista gaucha,s.paulo|brasilandia|rua vista gaucha,395,358
3971,carapicuiba,area rural,estrada do pequia,carapicuiba|area rural|estrada do pequia,123,71
31163,sao paulo,sao lucas,avenida alberto ramos,s.paulo|sao lucas|avenida alberto ramos,4761,358
21725,sao caetano do sul,centro,rua perrela,s.caetano do sul|centro|rua perrela,513,339
28243,sao paulo,jardim regina,rua doutor andre peggion,s.paulo|jardim regina|rua doutor andre peggion,2450,358
26594,sao paulo,itaim paulista,rua valdomiro gonzaga silva,s.paulo|itaim paulista|rua valdomiro gonzaga silva,1303,358
36725,taboao da serra,jardim maria rosa,avenida vida nova,taboao da serra|jardim maria rosa|avenida vida nova,2134,389
22913,sao paulo,alto de pinheiros,rua ariqueme,s.paulo|alto de pinheiros|rua ariqueme,62,358
82,americana,girassol,rua sete de setembro,americana|girassol|rua sete de setembro,1205,9
20055,sao barbara d oeste,santa rita de cassia,rua artur goncalves da silva,s.barbara d oeste|santa rita de cassia|rua artur goncalves da silva,4716,335
21452,sao bernardo do campo,rudge ramos,rua jaquei,s.bernardo do campo|rudge ramos|rua jaquei,4679,337
24388,sao paulo,capao redondo,rua tamega,s.paulo|capao redondo|rua tamega,459,358
12632,limeira,parque resid. aeroporto,rua jorge antonio,limeira|parque resid. aeroporto|rua jorge antonio,4049,202
2585,campinas,jd campos eliseos,rua doutor felix de moraes sales,campinas|jd campos eliseos|rua doutor felix de moraes sales,2949,61
32047,sao paulo,sapopemba,rua serra de itabaiana,s.paulo|sapopemba|rua serra de itabaiana,4779,358
6501,ferraz de vasconcelos,jd angelina,rua joao canzi,ferraz de vasconcelos|jd angelina|rua joao canzi,2905,118
20070,sao barbara d oeste,vila alves,rua joao lino,s.barbara d oeste|vila alves|rua joao lino,5031,335
16430,piracicaba,pauliceia,rua chavantes,piracicaba|pauliceia|rua chavantes,4170,284
25174,sao paulo,cidade tiradentes,rua alfonso asturaro,s.paulo|cidade tiradentes|rua alfonso asturaro,813,358
19101,santo andre,parque novo oratorio i,rua genebra,s.andre|parque novo oratorio i|rua genebra,4007,331
35821,sumare,vila santana,rua santos dumont,sumare|vila santana|rua santos dumont,5869,386
34097,sao paulo,vila olimpia,rua ribeirao claro,s.paulo|vila olimpia|rua ribeirao claro,5684,358
9266,hortolandia,jardim amanda,rua aloisio azevedo,hortolandia|jardim amanda|rua aloisio azevedo,1409,139
8849,guarulhos,presidente dutra,rua ubaitaba,guarulhos|presidente dutra|rua ubaitaba,4418,136
26651,sao paulo,itaquera,rua barralhara,s.paulo|itaquera|rua barralhara,1317,358
25119,sao paulo,cidade sao mateus,avenida maria cursi,s.paulo|cidade sao mateus|avenida maria cursi,803,358
20252,sao bernardo do campo,assuncao,rua cristiano angeli,s.bernardo do campo|assuncao|rua cristiano angeli,146,337
22692,sao jose dos campos,vila rossi,rua afonso jose de santana,s.jose dos campos|vila rossi|rua afonso jose de santana,5821,352
34582,sao rosa de viterbo,liliana urtiaga andreaza,rua caetano eleuterio,s.rosa de viterbo|liliana urtiaga andreaza|rua caetano eleuterio,3450,363
90,americana,jardim boor i,rua gloria,americana|jardim boor i|rua gloria,1532,9
6100,embu das artes,novo osasco,rua barao de taquari,embu das artes|novo osasco|rua barao de taquari,3698,108
14940,osasco,baronesa,rua renato marchiono,osasco|baronesa|rua renato marchiono,322,249
32752,sao paulo,vila basileia,rua estrela altair,s.paulo|vila basileia|rua estrela altair,5111,358
31760,sao paulo,sao rafael,rua flores de primavera,s.paulo|sao rafael|rua flores de primavera,4770,358
35638,sumare,jardim macarenko,rua primo favaro,sumare|jardim macarenko|rua primo favaro,2082,386
374,aracatuba,mollon,rua do ouro,aracatuba|mollon|rua do ouro,3590,19
6371,embu,centro,rua nossa senhora do rosario,embu|centro|rua nossa senhora do rosario,513,107
11714,jacarei,parque california,rua ernesto duarte,jacarei|parque california|rua ernesto duarte,3816,182
31926,sao paulo,sapopemba,rua dos banqueiros,s.paulo|sapopemba|rua dos banqueiros,4779,358
1966,campinas,botafogo,rua mario siqueira,campinas|botafogo|rua mario siqueira,387,61
9426,hortolandia,jardim terras de santo antonio,rua dezenove,hortolandia|jardim terras de santo antonio|rua dezenove,2745,139
18812,santo andre,jardim utinga,rua felipe de souza,s.andre|jardim utinga|rua felipe de souza,2788,331
35266,sorocaba,jardim debora,rua manoel de camargo sampaio,sorocaba|jardim debora|rua manoel de camargo sampaio,1727,385
22361,sao jose dos campos,campos de sao jose,rua ernesto lourenco,s.jose dos campos|campos de sao jose|rua ernesto lourenco,445,352
22557,sao jose dos campos,jardim sao dimas,rua inconfidencia,s.jose dos campos|jardim sao dimas|rua inconfidencia,2631,352
34216,sao paulo,vila prudente,rua fidelis papini,s.paulo|vila prudente|rua fidelis papini,5773,358
5285,diadema,casa grande,travessa strauss,diadema|casa grande|travessa strauss,479,99
32936,sao paulo,vila curuca,rua capitao eneas dos santos pinto,s.paulo|vila curuca|rua capitao eneas dos santos pinto,5250,358
9053,guarulhos,vila augusta,rua dois irmaos,guarulhos|vila augusta|rua dois irmaos,5084,136
23075,sao paulo,aricanduva,rua frei paulo luig,s.paulo|aricanduva|rua frei paulo luig,135,358
11215,itaquaquecetuba,vila gepina,avenida eldorado,itaquaquecetuba|vila gepina|avenida eldorado,5368,170
31243,sao paulo,sao lucas,rua gloria do goita,s.paulo|sao lucas|rua gloria do goita,4761,358
35077,santos,vila matias,avenida campos sales,santos|vila matias|avenida campos sales,5573,375
31143,sao paulo,sao domingos,rua venancio diniz junqueira,s.paulo|sao domingos|rua venancio diniz junqueira,4739,358
16955,praia grande,mirim,rua primeiro de janeiro,praia grande|mirim|rua primeiro de janeiro,3585,305
27804,sao paulo,jardim ernestina,rua domingos luiz bueno,s.paulo|jardim ernestina|rua domingos luiz bueno,1817,358
32667,sao paulo,vila andrade,rua catarinenses,s.paulo|vila andrade|rua catarinenses,5048,358
33365,sao paulo,vila jacui,avenida do imperador,s.paulo|vila jacui|avenida do imperador,5463,358
19464,santo andre,vila francisco matarazzo,rua andorra,s.andre|vila francisco matarazzo|rua andorra,5354,331
19577,santo andre,vila joao ramalho,rua rosa kasinski,s.andre|vila joao ramalho|rua rosa kasinski,5475,331
31985,sao paulo,sapopemba,rua jose barbera,s.paulo|sapopemba|rua jose barbera,4779,358
3905,capivari,centro,sitio sitio sao benedito,capivari|centro|sitio sitio sao benedito,513,69
29167,sao paulo,mooca,rua itabaiana,s.paulo|mooca|rua itabaiana,3604,358
953,barretos,sao judas tadeu,avenida aniz jose abdo,barretos|sao judas tadeu|avenida aniz jose abdo,4759,35
24363,sao paulo,capao redondo,rua nogueira do cravo,s.paulo|capao redondo|rua nogueira do cravo,459,358
29160,sao paulo,mooca,rua fernando falcao,s.paulo|mooca|rua fernando falcao,3604,358
3761,campinas,vl orozimbo maia,rua serra dourada,campinas|vl orozimbo maia|rua serra dourada,6063,61
1862,cajamar,morada pitoresca,rua antonio rebolho nunes junior,cajamar|morada pitoresca|rua antonio rebolho nunes junior,3609,58
26294,sao paulo,ipiranga,rua paulo bregaro,s.paulo|ipiranga|rua paulo bregaro,1295,358
3640,campinas,vila padre manoel da nobrega,rua mergulhao,campinas|vila padre manoel da nobrega|rua mergulhao,5700,61
7481,guarulhos,agua chata,rua miguel alves,guarulhos|agua chata|rua miguel alves,18,136
4207,carapicuiba,jardim planalto,rua serra morena,carapicuiba|jardim planalto|rua serra morena,2403,71
4933,cotia,vila belissario,rua silverstone,cotia|vila belissario|rua silverstone,5122,92
11944,jardinopolis,jardinopolis,rua antonio elias said,jardinopolis|jardinopolis|rua antonio elias said,2858,187
23764,sao paulo,cambuci,rua coronel joaquim teixeira silva braga,s.paulo|cambuci|rua coronel joaquim teixeira silva braga,430,358
21788,sao caetano do sul,jardim sao caetano,rua engenheiro reboucas,s.caetano do sul|jardim sao caetano|rua engenheiro reboucas,2623,339
17489,ribeirao preto,jardim do trevo,rua jose acacio scandar,ribeirao preto|jardim do trevo|rua jose acacio scandar,1758,320
29159,sao paulo,mooca,rua ezequiel ramos,s.paulo|mooca|rua ezequiel ramos,3604,358
10640,itaquaquecetuba,jardim amazonas,rua amazonas,itaquaquecetuba|jardim amazonas|rua amazonas,1412,170
22235,sao jose do rio preto,rural,rua ada gomes da silva,s.jose do rio preto|rural|rua ada gomes da silva,4680,351
2177,campinas,cj res padre anchieta,rua dom aluisio lorcheider,campinas|cj res padre anchieta|rua dom aluisio lorcheider,848,61
28357,sao paulo,jardim sao paulo(zona norte),rua pedro cacunda,s.paulo|jardim sao paulo(zona norte)|rua pedro cacunda,2676,358
2555,campinas,jd campinas,rua vasco fernandes coutinho,campinas|jd campinas|rua vasco fernandes coutinho,2944,61
5583,diadema,eldorado,rua jatoba,diadema|eldorado|rua jatoba,1087,99
365,aracatuba,jardim presidente,rua maria r toqueton,aracatuba|jardim presidente|rua maria r toqueton,2419,19
17803,ribeirao preto,vila albertina,rua vila bela,ribeirao preto|vila albertina|rua vila bela,5020,320
19994,sao barbara d oeste,jardim paulista,rua mexico,s.barbara d oeste|jardim paulista|rua mexico,2363,335
13657,maua,vila bocaina,rua martim afonso,maua|vila bocaina|rua martim afonso,5139,217
7378,guaruja,jardim sao jose,rua joao almeida,guaruja|jardim sao jose|rua joao almeida,2654,135
17380,ribeirao preto,campos eliseos,rua joao ramalho,ribeirao preto|campos eliseos|rua joao ramalho,446,320
37228,valinhos,bairro jurema,rua carlos gabeta,valinhos|bairro jurema|rua carlos gabeta,231,415
37005,taubate,belem,rua joao moreira de moraes,taubate|belem|rua joao moreira de moraes,345,402
16636,poa,jd pivari,rua jose de oliveira gomes,poa|jd pivari|rua jose de oliveira gomes,3229,294
34927,santos,areia branca,avenida jovino de mello,santos|areia branca|avenida jovino de mello,133,375
36229,suzano,jd marcato,rua marcos prado de almeida,suzano|jd marcato|rua marcos prado de almeida,3127,387
26740,sao paulo,itaquera,rua mario capuano,s.paulo|itaquera|rua mario capuano,1317,358
12265,jundiai,torres de sao jose,avenida prof m do carmo g p,jundiai|torres de sao jose|avenida prof m do carmo g p,4922,194
559,araras,usina sao joao,rodovia spi 165/330,araras|usina sao joao|rodovia spi 165/330,4955,23
13949,mogi das cruzes,cj bosque,rua apolo dezoito,mogi das cruzes|cj bosque|rua apolo dezoito,828,227
25513,sao paulo,ermelino matarazzo,rua lagoa da prata,s.paulo|ermelino matarazzo|rua lagoa da prata,1102,358
22326,sao jose dos campos,bosque dos eucaliptos,avenida salinas,s.jose dos campos|bosque dos eucaliptos|avenida salinas,384,352
14933,osasco,baronesa,rua duke elington,osasco|baronesa|rua duke elington,322,249
3747,campinas,vl marieta,rua antonio oliveira valente,campinas|vl marieta|rua antonio oliveira valente,6047,61
10001,itapecerica da serra,jardim paraiso,rua da represinha,itapecerica da serra|jardim paraiso|rua da represinha,2345,162
28275,sao paulo,jardim santa cristina,rua maria montessori,s.paulo|jardim santa cristina|rua maria montessori,2546,358
17166,ribeirao pires,jardim cacula,rua eca de queiros,ribeirao pires|jardim cacula|rua eca de queiros,1552,319
7676,guarulhos,cabucu,rua doutor roberto fernandes,guarulhos|cabucu|rua doutor roberto fernandes,407,136
22797,sao paulo,agua rasa,rua agulha,s.paulo|agua rasa|rua agulha,24,358
32573,sao paulo,tucuruvi,rua major dantas cortez,s.paulo|tucuruvi|rua major dantas cortez,4940,358
23773,sao paulo,cambuci,rua gama cerqueira,s.paulo|cambuci|rua gama cerqueira,430,358
17536,ribeirao preto,jd anhanguera,rua domingos padovani,ribeirao preto|jd anhanguera|rua domingos padovani,2906,320
37539,votuporanga,cohab joao albarello,rua rubens zanini,votuporanga|cohab joao albarello|rua rubens zanini,863,425
22756,sao miguel arcanjo,jardim monte verde,rua juvenal dos santos terra,s.miguel arcanjo|jardim monte verde|rua juvenal dos santos terra,2196,357
15771,osasco,sao pedro,rua miguel fernandes vieira,osasco|sao pedro|rua miguel fernandes vieira,4769,249
11594,jaboticabal,jardim angelica ii,rua adolfo pavanele,jaboticabal|jardim angelica ii|rua adolfo pavanele,1438,181
7478,guarulhos,agua chata,rua itacarambi,guarulhos|agua chata|rua itacarambi,18,136
29183,sao paulo,mooca,rua taquari,s.paulo|mooca|rua taquari,3604,358
59,americana,cariobinha,rua sao sebastiao,americana|cariobinha|rua sao sebastiao,470,9
33148,sao paulo,vila formosa,rua dona vitoria speers,s.paulo|vila formosa|rua dona vitoria speers,5351,358
1621,cacapava,centro,rua professor armando de araujo,cacapava|centro|rua professor armando de araujo,513,54
7970,guarulhos,cumbica,rua marapanim,guarulhos|cumbica|rua marapanim,1031,136
23474,sao paulo,brasilandia,rua ilha da juventude,s.paulo|brasilandia|rua ilha da juventude,395,358
7996,guarulhos,cumbica,rua sao paulo de oliveira,guarulhos|cumbica|rua sao paulo de oliveira,1031,136
8832,guarulhos,presidente dutra,rua itirucu,guarulhos|presidente dutra|rua itirucu,4418,136
32382,sao paulo,tatuape,rua professor pedreira de freitas,s.paulo|tatuape|rua professor pedreira de freitas,4894,358
28745,sao paulo,lajeado,rua gaspar conqueiro,s.paulo|lajeado|rua gaspar conqueiro,3437,358
15033,osasco,centro,rua doutor mario pinto serva,osasco|centro|rua doutor mario pinto serva,513,249
29621,sao paulo,parque sao jorge,avenida celso garcia,s.paulo|parque sao jorge|avenida celso garcia,4115,358
20074,sao barbara d oeste,vila mollon iv,rua do ouro,s.barbara d oeste|vila mollon iv|rua do ouro,5600,335
7934,guarulhos,cumbica,rua aroeiras,guarulhos|cumbica|rua aroeiras,1031,136
31090,sao paulo,sao domingos,rua edvard de vita godoy,s.paulo|sao domingos|rua edvard de vita godoy,4739,358
34550,sao roque,centro,rua dr jose brenha ribeiro,s.roque|centro|rua dr jose brenha ribeiro,513,362
9535,ibitinga,centro,avenida engenheiro ivanil francischini,ibitinga|centro|avenida engenheiro ivanil francischini,513,143
6686,ferraz de vasconcelos,vila andiara,rua emilio ribas,ferraz de vasconcelos|vila andiara|rua emilio ribas,5047,118
4094,carapicuiba,area rural,rua ribeirao,carapicuiba|area rural|rua ribeirao,123,71
9548,ibitinga,jardim paineiras ii,avenida maria alves ponchio,ibitinga|jardim paineiras ii|avenida maria alves ponchio,2333,143
9547,ibitinga,jardim maria luiza ii,rua joao cancio de toledo piza,ibitinga|jardim maria luiza ii|rua joao cancio de toledo piza,2131,143
13621,maua,vila assis brasil,avenida clodoaldo portugal caribe,maua|vila assis brasil|avenida clodoaldo portugal caribe,5081,217
6646,ferraz de vasconcelos,parque sao francisco,avenida rosa teixeira bueno,ferraz de vasconcelos|parque sao francisco|avenida rosa teixeira bueno,4113,118
